 90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
-- duplicate the arm
--0 109 91 93 91 97 90 90 122 91 132 90 93 90 120 90 162 90 91 91 91 93 392                         -- 319(2)   -5/5/3 392 P rcw, R 2426
--0 109 90 93 91 90 95 91 91 118 90 99 90 97 91 161 169 136 90 91 157 594                           -- 319(2)  -5/32/1 394 P rcw, L 2548
--0 109 91 94 91 91 128 126 90 125 91 90 155 90 106 90 99 90 109 90 90 90 112 91 90 115 392         -- 319(2)  -5/53/3 392 P rcw, R 2862 
--0 109 91 94 91 91 136 91 91 90 132 90 90 125 90 114 128 90 103 91 91 91 90 91 97 90 91 90 115 395 -- 319(2) -5/-30/4 395 P rcw, L 3102 
90 109 91 93 91 118 90 91 91 91 90 90 173 90 107 90 91 90 91 1163                                   -- 319(2)   3/12/6 395 P flip, L 2096
--0 109 91 94 91 91 167 90 90 91 107 90 90 150 90 91 91 130 90 91 90 90 107 91 593                  -- 319(2)   3/-5/1 393 P flip, R 2631
-- convert original arm to target block on the left for P rcw L =O or P flip L =E
-- E0E :) 
-- debug 819!
-- make scorbie splitters and turners and partial SoD (target on right) E
93 91 90 144 90 100 186 164 90 205 106 90 93 90 162 141 90 91 91 111 -- ap=0 +fl=-1, ad=13, fs=0
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 90 93 91 90 95 91 91 138 157 96 90 120 91 97 107 90 90 93 -- move 44
90 109 91 93 91 118 90 91 91 91 90 90 173 90 107 90 91 90 91 1075 -- 319(2)   3/12/6 395 P flip, L 2096
-- preare moving target block to recipe optimal position
109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=1 -fl=8, ad=8, fs=0
104 109 90 93 91 91 148 91 90 151 90 91 163 108 151 112 144 90 149 90 90 99 -- ap=9 -fl=18, ad=1, fs=0
90 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=10 +fl=11, ad=-5, fs=1
-- (135) rsg=5497, sg=5497 rad=5 ap=5 sd=0
-- crab2
135
109 90 93 91 91 91 90 111 195 91 90 154 90 90 113 90 -- ap=0 +fl=15, ad=-6, fs=0
90 93 91 116 90 157 91 122 188 90 91 90 91 116 90 91 153 90 91 110 90 91 132 91 128 90 -- ap=-6 +fl=25, ad=30, fs=0
90 109 91 94 91 91 93 90 91 91 90 100 90 94 90 108 90 91 91 119 -- ap=24 +fl=22, ad=27, fs=0
90 109 91 93 91 92 90 97 91 116 91 111 90 129 91 91 91 90 90 90 91 103 90 90 -- ap=51 -fl=0, ad=8, fs=0
90 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=59 -fl=-2, ad=7, fs=1
90 109 91 94 91 91 90 91 91 91 166 91 91 105 90 135 90 142 90 -- ap=66 +fl=-10, ad=14, fs=1
90 109 91 93 91 97 90 90 102 91 91 116 93 90 112 90 109 91 147 91 -- ap=80 +fl=-16, ad=-23, fs=0
90 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=57 -fl=11, ad=-5, fs=1
135 109 91 93 90 140 150 108 91 90 111 91 91 194 98 90 169 -- ap=52 +fl=10, ad=14, fs=1
90 109 90 95 245 90 95 90 123 91 90 115 142 -- ap=66 +fl=-1, ad=-9, fs=0
90 109 91 94 91 91 141 90 136 90 90 90 140 91 131 90 91 107 90 90 91 140 90 -- ap=57 -fl=9, ad=8, fs=0
91 109 91 94 91 90 90 90 90 109 91 101 90 98 90 -- ap=65 -fl=-6, ad=-11, fs=0
90 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=54 +fl=11, ad=-5, fs=1
135 109 91 93 91 92 91 161 90 90 90 102 90 117 91 102 90 90 94 96 95 97 106 99 91 -- ap=49 -fl=-14, ad=3, fs=3
90 109 90 93 91 91 90 90 92 90 96 90 90 159 90 91 90 90 91 138 105 -- ap=52 +fl=11, ad=10, fs=0
90 109 91 94 91 91 92 90 146 90 90 90 91 135 91 152 -- ap=62 +fl=11, ad=-5, fs=1
135 109 91 93 91 123 91 121 90 117 90 138 91 91 90 90 90 91 100 91 132 91 -- ap=57 -fl=-26, ad=-1, fs=1
90 109 91 93 90 121 90 91 143 90 118 96 91 96 122 161 90 90 102 91 90 151 90 90 105 108 103 90 -- ap=56 +fl=36, ad=11, fs=0
90 109 90 93 91 91 117 91 123 91 91 166 91 90 159 91 90 91 126 90 90 148 91 91 91 91 91 101 90 90 -- ap=67 -fl=-45, ad=-15, fs=0
90 109 91 94 91 91 136 90 90 90 98 90 149 91 145 91 157 90 91 90 135 90 109 90 91 90 103 90 90 91 90 -- ap=52 +fl=55, ad=28, fs=1
90 109 91 93 90 137 90 150 90 90 136 161 103 91 93 189 112 91 131 91 119 133 136 124 108 128 90 90 139 90 -- ap=80 +fl=53, ad=-12, fs=0
90 109 91 93 90 132 115 166 90 91 90 202 112 91 90 90 91 153 90 151 90 132 140 91 109 94 109 91 94 91 91 96 91 135 -- ap=68 +fl=54, ad=32, fs=0
139 109 91 94 91 91 96 90 166 91 91 114 90 90 91 90 90 114 91 101 -- ap=100 +fl=17, ad=-28, fs=0
90 109 91 93 91 120 91 91 91 91 90 91 100 91 90 97 91 91 90 90 -- ap=72 +fl=21, ad=-2, fs=0
161 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=70 +fl=-2, ad=7, fs=1
91 109 91 93 91 173 90 91 90 91 90 101 91 91 91 91 91 96 143 90 91 -- ap=77 -fl=10, ad=-3, fs=0
126 109 90 95 245 90 95 90 123 91 90 115 142 -- ap=74 +fl=-1, ad=-9, fs=0
90 109 91 94 91 91 136 90 90 91 168 90 106 90 90 138 90 90 106 -- ap=65 -fl=-3, ad=-9, fs=0
91 109 90 95 245 90 95 90 123 91 90 115 142 -- ap=56 +fl=-1, ad=-9, fs=0
90 109 91 94 91 91 95 91 90 104 90 90 97 91 91 94 191 97 90 126 -- ap=47 -fl=-5, ad=-20, fs=0
91 109 91 93 91 97 90 90 102 91 91 116 93 90 112 90 109 91 147 91 -- ap=27 -fl=-16, ad=-23, fs=0
90 109 91 94 91 91 153 91 91 91 90 90 91 158 91 91 166 90 91 91 -- ap=4 +fl=19, ad=8, fs=0
91 109 91 94 91 91 149 90 90 156 90 170 91 119 211 91 90 91 93 108 103 -- ap=12 +fl=29, ad=-34, fs=0
90 109 91 94 91 90 95 91 90 147 167 90 160 90 160 104 90 90 91 91 101 139 91 90 136 129 -- ap=-22 +fl=34, ad=1, fs=0
90 109 91 95 125 112 91 121 120 90 90 90 90 138 90 100 90 143 91 90 129 90 123 119 -- ap=-21 -fl=-28, ad=16, fs=0
90 109 91 94 91 90 164 91 148 90 90 90 90 115 153 91 92 90 90 91 90 109 109 -- ap=-5 -fl=-25, ad=-6, fs=0
90 109 91 93 91 129 148 91 102 91 91 145 178 91 109 90 90 97 91 136 96 91 90 91 90 160 -- ap=-11 -fl=-30, ad=-2, fs=1
90 109 91 93 90 140 150 132 212 103 90 98 90 148 90 90 91 91 91 119 101 108 90 91 91 119 -- ap=-13 -fl=-33, ad=32, fs=0
91 109 90 93 91 91 98 90 90 100 90 90 96 90 97 163 90 98 229 117 90 104 91 91 90 90 109 91 -- ap=19 -fl=-43, ad=29, fs=0
90 109 91 93 90 156 91 91 96 162 91 91 106 91 90 119 185 91 96 90 132 90 91 90 -- ap=48 +fl=35, ad=-34, fs=3
143 109 91 94 91 90 95 91 90 147 167 90 160 90 160 104 90 90 91 91 101 139 91 90 136 129 -- ap=14 +fl=34, ad=1, fs=0
90 109 91 93 90 140 150 132 212 105 90 98 91 97 90 90 134 125 163 91 93 90 101 91 90 -- ap=15 -fl=-35, ad=27, fs=0
90 93 91 109 90 106 210 141 90 91 94 135 90 90 91 93 100 91 90 122 90 103 98 91 91 108 90 90 -- ap=42 +fl=38, ad=-35, fs=1
246 109 90 93 91 91 117 90 122 91 127 90 90 130 202 91 168 91 91 94 91 133 90 120 91 91 159 91 104 90 109 -- ap=7 -fl=-45, ad=16, fs=0
94 109 91 93 90 130 91 90 90 91 91 155 90 90 118 90 91 140 98 169 90 144 90 142 91 96 91 90 167 -- ap=23 -fl=-49, ad=-22, fs=1
91 109 90 93 91 91 107 90 98 108 102 111 105 91 104 90 104 90 90 90 91 90 91 90 116 90 -- ap=1 -fl=-41, ad=-1, fs=0
91 109 91 94 91 91 128 126 91 105 91 103 90 90 190 103 238 96 129 91 90 133 90 91 129 90 91 91 97 90 -- ap=0 +fl=44, ad=-13, fs=0
90 109 91 93 90 132 115 107 90 157 279 90 96 91 90 91 140 91 92 91 126 90 146 91 90 105 91 90 108 91 101 91 144 94 -- ap=-13 -fl=-54, ad=-20, fs=0
90 102 121 107 90 109 145 91 94 90 91 151 90 143 91 139 90 118 91 91 110 91 151 90 114 90 91 91 113 90 -- ap=-33 -fl=-60, ad=-2, fs=0
90 109 90 93 91 91 107 90 94 91 90 92 90 95 90 91 90 153 90 90 140 91 114 91 98 90 109 -- ap=-35 -fl=-41, ad=-10, fs=0
94 109 91 93 90 140 150 132 212 124 91 91 162 113 91 91 123 139 91 90 112 91 104 90 90 90 154 91 166 216 130 118 114 91 90 116 128 90 91 143 126 -- ap=-45 -fl=-78, ad=13, fs=0
90 109 91 93 90 134 90 95 153 90 145 90 110 90 91 113 172 90 147 123 90 91 106 149 90 91 115 190 100 90 90 90 90 90 90 90 90 90 149 90 -- ap=-32 +fl=69, ad=29, fs=0
90 109 90 93 91 91 98 90 90 100 90 90 96 90 97 163 90 98 229 117 90 104 91 91 90 90 109 91 -- ap=-3 -fl=-43, ad=29, fs=0
90 109 91 93 91 164 90 91 90 154 123 112 90 91 91 90 90 90 91 136 91 90 99 91 91 135 156 96 132 91 91 127 90 -- ap=26 +fl=52, ad=-13, fs=0
90 109 90 93 91 91 107 90 98 108 102 111 105 91 104 90 104 90 90 90 91 90 91 90 116 90 -- ap=13 -fl=-41, ad=-1, fs=0
90 109 91 93 90 137 90 150 90 90 136 161 103 90 124 128 111 91 105 90 160 91 112 91 91 155 90 104 105 91 137 -- ap=12 +fl=53, ad=-39, fs=0
90 109 91 94 91 91 164 91 129 90 91 91 90 90 90 90 116 90 90 120 90 90 90 108 91 131 91 91 119 90 106 91 90 91 -- ap=-27 -fl=-61, ad=3, fs=0
90 109 91 93 90 137 90 150 90 90 136 161 90 93 91 90 91 90 90 90 90 90 117 91 103 91 173 91 138 90 148 90 91 113 -- ap=-24 +fl=53, ad=3, fs=0
90 109 90 93 91 91 98 90 90 100 90 90 96 90 97 163 90 98 229 117 90 104 91 91 90 90 109 91 -- ap=-21 -fl=-43, ad=29, fs=0
90 109 91 94 91 90 136 90 91 90 155 90 134 91 112 91 91 113 100 116 90 113 91 113 91 91 90 140 91 157 -- ap=8 +fl=47, ad=-29, fs=0
90 109 91 94 91 91 93 90 97 91 91 161 90 91 90 91 90 99 90 90 99 91 90 133 91 114 91 99 90 100 -- ap=-21 -fl=-50, ad=2, fs=0
93 109 91 94 91 91 93 90 97 91 91 161 90 91 90 91 90 99 90 90 99 91 90 133 91 114 91 99 90 100 -- ap=-19 -fl=-50, ad=2, fs=0
93 109 91 93 90 140 150 132 212 105 90 98 91 97 90 90 134 125 163 91 93 90 101 91 90 -- ap=-17 -fl=-35, ad=27, fs=0
90 109 91 93 90 123 90 99 90 90 117 90 91 90 100 137 91 130 90 126 90 100 90 93 124 136 90 115 90 129 109 124 120 129 158 90 90 100 -- ap=10 +fl=66, ad=-36, fs=1
90 109 91 94 91 91 92 90 173 100 90 153 133 109 142 98 91 90 90 105 91 162 91 102 115 94 91 91 90 90 107 200 91 91 94 91 150 -- ap=-26 +fl=59, ad=23, fs=0
91 109 91 93 90 169 90 91 105 169 127 90 114 158 90 133 170 114 91 91 160 90 148 91 90 98 91 91 112 99 99 168 91 90 90 90 109 -- ap=-3 -fl=-67, ad=23, fs=0
95 93 91 166 162 119 97 157 131 151 192 121 91 109 100 136 90 136 90 90 111 115 90 91 90 91 127 91 91 163 96 99 188 136 91 90 90 145 144 121 90 90 117 105 95 91 94 -- ap=20 +fl=80, ad=14, fs=0
90 109 91 95 125 120 110 91 118 91 90 149 141 127 130 323 90 90 111 91 159 166 91 110 91 90 104 90 95 90 94 90 133 90 91 142 90 149 140 108 159 90 110 90 124 188 90 120 -- ap=34 +fl=91, ad=-36, fs=0
117 93 91 151 91 121 400 90 161 166 90 144 90 90 90 145 281 102 90 90 93 91 103 154 267 90 90 93 90 91 91 126 91 91 160 95 90 91 147 90 90 109 161 108 91 -- ap=-2 +fl=83, ad=-24, fs=0
90 109 91 95 125 120 110 91 126 90 149 118 93 165 147 328 113 91 112 91 171 99 153 91 91 109 91 118 91 91 93 104 90 115 90 122 90 90 132 90 90 140 251 149 127 125 90 91 100 90 -- ap=-26 +fl=92, ad=19, fs=0
91 109 91 93 90 121 91 90 102 90 90 154 90 91 114 182 114 90 90 91 142 91 128 144 132 90 90 156 90 97 91 91 90 91 90 91 109 117 90 90 106 91 92 174 -- ap=-7 -fl=-76, ad=62, fs=0
90 109 91 93 90 123 91 119 237 141 90 90 91 129 91 142 91 90 132 180 91 90 127 92 90 90 102 93 90 130 91 99 92 155 91 91 105 90 91 -- ap=55 -fl=-72, ad=8, fs=0
90 109 91 94 91 91 128 126 90 135 106 90 110 90 118 90 91 130 91 131 92 91 153 90 91 92 144 91 91 144 91 91 151 115 96 91 90 106 -- ap=63 -fl=-70, ad=-26, fs=0
91 109 91 94 91 91 128 126 90 135 106 90 110 90 118 90 91 130 91 131 92 91 153 90 91 92 144 91 91 144 91 91 151 115 96 91 90 106 -- ap=37 -fl=-70, ad=-26, fs=0
90 109 91 93 90 140 150 132 212 124 91 91 162 113 91 91 123 139 91 90 112 91 104 90 90 90 154 91 166 216 130 118 114 91 90 116 128 90 91 143 126 -- ap=11 -fl=-78, ad=13, fs=0
91 93 91 151 91 131 154 99 90 102 221 162 157 90 112 253 137 448 90 90 173 105 90 91 91 118 142 131 91 123 91 118 90 91 91 90 138 90 -- ap=24 +fl=79, ad=-16, fs=0
90 93 91 109 90 137 91 90 105 91 91 114 90 96 121 91 91 92 143 90 104 91 158 91 90 139 91 151 90 102 91 91 169 95 138 90 154 100 90 173 221 -- ap=8 +fl=85, ad=6, fs=0
91 109 91 94 91 91 92 90 173 100 90 153 133 109 142 98 91 90 90 105 91 162 91 102 115 94 91 91 90 90 107 200 91 91 94 91 150 -- ap=14 +fl=59, ad=23, fs=0
91 93 91 116 90 157 90 167 90 103 198 91 90 90 91 119 90 90 118 91 170 172 114 122 127 90 139 90 90 118 90 160 203 90 107 90 133 90 90 90 130 91 99 -- ap=37 -fl=-82, ad=-12, fs=0
90 109 91 93 90 123 91 119 237 141 90 90 91 129 91 142 91 90 132 180 91 90 127 92 90 90 102 93 90 130 91 99 92 155 91 91 105 90 91 -- ap=25 -fl=-72, ad=8, fs=0
90 109 91 93 90 123 91 119 237 141 90 90 91 129 91 142 91 90 132 180 91 90 127 92 90 90 102 93 90 130 91 99 92 155 91 91 105 90 91 -- ap=33 -fl=-72, ad=8, fs=0
90 109 91 94 91 91 93 90 128 90 149 91 127 91 167 144 127 90 102 91 90 112 91 159 91 131 101 110 91 130 166 158 126 114 143 90 90 102 103 91 90 97 91 90 134 157 90 173 -- ap=41 -fl=-80, ad=29, fs=0
124 93 91 116 91 142 90 143 91 109 172 109 113 90 91 152 90 234 90 154 110 130 90 90 114 91 168 134 91 140 90 -- ap=70 +fl=68, ad=-6, fs=0
96 109 91 94 91 91 124 91 102 91 106 112 131 91 90 149 119 90 91 151 136 92 90 90 91 142 90 118 91 117 91 103 101 103 90 131 90 122 -- ap=64 +fl=62, ad=-13, fs=0
90 109 91 93 90 169 90 91 105 169 127 90 114 158 90 133 170 114 91 91 160 90 148 91 90 98 91 91 112 99 99 168 91 90 90 90 109 -- ap=51 -fl=-67, ad=23, fs=0
94 109 90 93 91 91 153 91 90 91 99 90 161 90 153 91 100 91 92 90 147 91 90 90 125 91 105 141 90 90 91 90 90 98 90 91 -- ap=74 +fl=58, ad=-18, fs=0
91 109 91 94 91 91 124 91 102 91 106 112 131 91 90 149 119 90 91 151 136 92 90 90 91 142 90 118 91 117 91 103 101 103 90 131 90 122 -- ap=56 +fl=62, ad=-13, fs=0
90 109 91 93 90 132 115 107 90 157 279 90 96 91 90 91 140 91 92 91 126 90 146 91 90 105 91 90 108 91 101 91 144 94 -- ap=43 -fl=-54, ad=-20, fs=0
91 104 191 106 91 100 91 101 122 90 90 90 90 91 156 107 91 90 151 90 91 91 143 125 97 91 113 91 107 90 90 -- ap=23 -fl=-64, ad=7, fs=0
90 93 91 116 91 142 90 143 91 109 172 109 113 90 91 152 90 234 90 154 110 130 90 90 114 91 168 134 91 140 90 -- ap=30 +fl=68, ad=-6, fs=0
95 93 91 135 122 167 208 105 113 91 159 90 116 91 127 91 118 160 99 118 91 133 90 90 90 91 92 91 94 138 148 248 95 90 130 90 96 102 96 150 90 -- ap=24 +fl=73, ad=-39, fs=1
90 93 91 166 96 90 90 90 161 91 124 214 132 90 90 90 135 91 143 130 201 122 92 99 101 104 90 91 117 90 133 91 132 116 95 131 -- ap=-15 -fl=-71, ad=-11, fs=0
91 109 90 95 246 90 242 91 103 140 90 112 106 99 90 110 90 122 122 105 90 111 91 109 91 142 110 91 90 91 111 91 91 124 194 90 91 97 90 92 91 91 90 -- ap=-26 +fl=74, ad=18, fs=1
120 109 91 93 91 123 91 111 103 90 144 91 90 90 90 162 90 167 91 95 263 101 90 224 102 91 95 103 91 91 98 229 90 91 115 90 105 141 93 134 91 90 90 97 90 90 105 -- ap=-8 +fl=78, ad=3, fs=0
90 109 91 93 90 140 150 132 212 124 91 91 162 113 91 91 123 139 91 90 112 91 143 90 90 90 154 91 169 154 91 91 128 126 90 90 90 126 91 135 90 141 -- ap=-5 -fl=-78, ad=-22, fs=0
91 109 91 93 91 121 90 90 97 141 96 90 98 213 142 91 90 151 91 110 161 91 90 134 152 121 90 145 91 90 94 192 112 90 155 90 114 91 96 91 92 156 137 292 91 90 157 90 109 90 125 90 90 91 90 119 91 90 -- ap=-27 -fl=-98, ad=45, fs=0
91 93 91 116 90 160 116 90 101 143 176 90 152 191 107 91 121 91 113 90 91 93 90 90 90 90 126 91 134 91 99 90 94 91 166 152 107 188 91 190 90 91 122 90 94 229 173 90 129 91 90 98 100 -- ap=18 +fl=97, ad=-7, fs=1
90 109 91 93 91 121 90 90 97 141 96 90 98 212 90 144 361 90 90 90 90 91 126 259 102 114 283 155 90 92 177 125 90 91 100 119 91 120 117 90 90 90 91 91 129 91 91 133 91 126 90 148 91 91 140 90 90 -- ap=11 -fl=-98, ad=20, fs=1
91 109 90 94 91 142 90 91 203 156 91 158 90 105 91 93 90 90 90 90 106 296 91 132 90 90 107 188 91 170 91 110 91 101 160 99 90 135 135 97 184 167 91 101 91 90 90 116 93 154 91 135 90 136 139 94 90 91 114 90 90 -- ap=31 -fl=-100, ad=62, fs=0
90 109 91 93 90 140 150 132 213 90 90 161 90 91 91 91 129 91 95 90 137 129 134 135 93 151 90 90 112 90 90 97 91 91 109 91 131 90 91 -- ap=93 -fl=-75, ad=-20, fs=0
90 109 91 93 90 140 150 132 212 124 91 91 162 113 91 91 123 139 91 90 112 91 104 90 90 90 154 91 166 216 130 118 114 91 90 116 128 90 91 143 126 -- ap=73 -fl=-78, ad=13, fs=0
90 109 91 93 91 92 91 163 90 91 117 90 95 90 90 126 91 91 146 112 91 91 93 107 94 91 98 90 90 101 91 91 108 91 127 90 90 91 138 90 98 91 101 90 131 102 91 -- ap=86 +fl=88, ad=-18, fs=0
90 109 91 94 91 91 92 90 173 100 90 153 133 109 142 98 91 90 90 105 91 162 91 102 115 94 91 91 90 90 107 200 91 91 94 91 150 -- ap=68 +fl=59, ad=23, fs=0
91 109 91 93 90 123 91 119 237 141 90 90 91 129 91 142 91 90 132 180 91 90 127 92 90 90 102 93 90 130 91 99 92 155 91 91 105 90 91 -- ap=91 -fl=-72, ad=8, fs=0
90 109 91 94 91 91 128 126 90 135 106 90 110 90 118 90 91 130 91 131 92 91 153 90 91 92 144 91 91 144 91 91 151 115 96 91 90 106 -- ap=99 -fl=-70, ad=-26, fs=0
90 104 191 106 91 100 91 101 122 90 90 90 90 91 156 107 91 90 151 90 91 91 143 125 97 91 113 91 107 90 90 -- ap=73 -fl=-64, ad=7, fs=0
90 109 91 93 90 138 120 154 91 106 91 133 90 107 90 123 93 91 90 119 155 128 91 93 91 90 90 91 100 90 115 -- ap=80 +fl=57, ad=-25, fs=0
91 109 91 94 91 91 164 91 129 90 91 91 90 90 90 90 116 90 90 120 90 90 90 108 91 131 91 91 119 90 106 91 90 91 -- ap=55 -fl=-61, ad=3, fs=0
90 109 91 93 90 137 90 150 90 90 136 161 90 93 91 90 91 90 90 90 90 90 117 91 103 91 173 91 138 90 148 90 91 113 -- ap=58 +fl=53, ad=3, fs=0
90 104 191 106 91 100 91 101 122 90 90 90 90 91 156 107 91 90 151 90 91 91 143 125 97 91 117 91 98 152 -- ap=61 -fl=-64, ad=-6, fs=0
90 109 91 94 91 91 164 91 129 90 91 91 90 90 90 90 116 90 90 120 90 90 90 108 91 131 91 91 119 90 106 91 90 91 -- ap=55 -fl=-61, ad=3, fs=0
90 109 90 93 91 91 153 91 90 91 99 90 161 90 150 91 90 126 91 99 90 148 90 100 196 117 91 90 90 91 121 91 90 157 145 -- ap=58 +fl=58, ad=7, fs=0
90 102 121 107 90 109 145 90 134 90 181 95 285 91 90 90 157 271 90 90 115 94 116 183 112 90 170 90 -- ap=65 -fl=-60, ad=13, fs=0
90 109 91 94 91 91 124 90 142 90 90 119 91 158 90 147 91 90 90 154 -- ap=78 +fl=30, ad=-25, fs=1
90 93 91 116 90 154 90 90 91 124 255 160 91 91 149 90 108 90 127 96 91 122 -- ap=53 -fl=-40, ad=-44, fs=1
90 109 91 93 90 140 150 132 212 103 90 98 90 148 90 90 91 91 91 119 101 108 90 91 91 119 -- ap=9 -fl=-33, ad=32, fs=0
91 109 91 93 90 140 150 132 212 105 90 98 91 97 90 90 134 125 163 91 93 90 101 91 90 -- ap=41 -fl=-35, ad=27, fs=0
91 109 91 94 91 91 149 90 90 156 90 170 91 119 211 91 90 91 93 108 103 -- ap=68 +fl=29, ad=-34, fs=0
90 109 90 93 91 90 95 91 91 151 90 91 104 114 90 92 91 120 91 90 91 104 99 90 165 -- ap=34 +fl=26, ad=32, fs=0
98 109 90 93 91 90 95 91 91 151 90 91 104 114 90 92 91 120 91 90 91 104 99 90 165 -- ap=66 +fl=26, ad=32, fs=0
98 109 91 93 91 130 91 90 110 90 154 91 90 90 158 91 98 137 90 90 106 90 106 90 90 -- ap=98 +fl=33, ad=2, fs=0
91 109 91 94 91 91 149 90 90 156 90 170 91 119 211 91 90 91 93 108 103 -- ap=100 +fl=29, ad=-34, fs=0
91 109 91 94 91 91 95 91 90 93 218 142 90 91 161 90 138 90 162 91 90 140 99 -- ap=66 +fl=26, ad=11, fs=0
91 109 91 93 91 123 91 133 91 95 91 143 91 112 90 91 110 91 90 90 91 91 107 90 98 112 91 184 90 -- ap=77 -fl=-42, ad=17, fs=0
90 93 91 109 90 137 91 90 126 90 115 106 135 91 90 90 173 90 121 90 90 90 91 91 101 116 91 -- ap=94 +fl=39, ad=-13, fs=2
90 93 91 118 91 151 90 99 153 119 94 112 90 101 90 90 111 91 159 90 100 -- ap=81 -fl=-31, ad=-25, fs=0
90 109 91 93 91 129 148 91 93 90 90 134 91 91 90 91 91 111 91 91 91 91 -- ap=56 +fl=6, ad=26, fs=0
90 109 91 94 91 91 124 91 105 90 169 91 90 116 91 142 90 90 -- ap=82 +fl=7, ad=-30, fs=1
91 109 91 93 90 123 90 105 90 90 112 90 91 96 91 112 106 169 90 -- ap=52 +fl=4, ad=-11, fs=0
91 109 91 94 91 90 90 90 90 109 91 101 90 98 90 -- ap=41 -fl=-6, ad=-11, fs=0
90 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=30 +fl=8, ad=8, fs=0
104 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=38 +fl=8, ad=8, fs=0
104 109 91 94 91 91 93 90 158 90 91 90 90 116 -- ap=46 +fl=8, ad=8, fs=0
105 109 91 93 90 156 91 91 94 91 90 147 117 91 144 90 91 128 100 91 90 105 91 -- ap=54 +fl=-15, ad=13, fs=0
90 109 91 94 91 91 141 90 171 90 155 90 111 91 90 130 90 91 90 97 90 -- ap=67 -fl=7, ad=8, fs=0
91 109 91 94 91 91 95 91 90 104 90 90 97 91 91 94 191 97 90 126 -- ap=75 -fl=-5, ad=-20, fs=0
91 109 91 94 91 91 124 90 140 90 90 91 141 91 165 119 90 97 91 92 -- ap=55 -fl=-13, ad=8, fs=0
91 109 91 93 91 92 91 98 201 91 129 90 90 90 90 90 103 90 108 90 104 -- ap=63 -fl=-7, ad=-34, fs=2
90 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=29 -fl=-2, ad=7, fs=1
91 109 91 94 91 91 141 90 171 91 90 91 107 157 121 90 90 119 90 -- ap=36 +fl=4, ad=8, fs=0
91 109 91 93 90 171 90 90 91 90 91 90 91 129 144 90 90 120 90 91 91 169 90 -- ap=44 +fl=9, ad=11, fs=0
91 109 91 93 91 97 90 90 102 91 91 116 93 90 112 90 109 91 147 91 -- ap=55 -fl=-16, ad=-23, fs=0
90 109 90 95 245 90 95 90 123 91 90 115 142 -- ap=32 +fl=-1, ad=-9, fs=0
90 109 91 93 91 92 90 97 91 116 91 111 90 129 91 91 91 90 90 90 91 103 90 90 -- ap=23 -fl=0, ad=8, fs=0
90 109 91 94 91 91 92 90 169 90 90 90 107 90 90 91 90 95 91 -- ap=31 -fl=3, ad=4, fs=0
90 109 91 93 91 92 91 90 90 162 91 91 90 129 91 113 90 90 90 -- ap=35 -fl=-2, ad=7, fs=1
91 109 91 94 91 91 124 90 144 90 90 90 165 119 90 104 90 100 90 90 -- ap=42 +fl=-12, ad=8, fs=0
90 109 91 94 91 90 90 90 90 109 91 101 90 98 90 -- ap=50 +fl=-6, ad=-11, fs=0
90 109 90 93 91 91 110 90 107 117 90 90 90 90 91 91 90 91 170 91 91 91 103 90 -- ap=39 -fl=7, ad=-5, fs=0
90 109 90 93 91 91 135 91 124 90 90 148 91 91 97 141 91 -- ap=34 +fl=5, ad=-8, fs=0
91 109 90 95 245 90 95 90 123 91 90 115 142 -- ap=26 +fl=-1, ad=-9, fs=0
91 109 91 93 91 92 90 97 91 116 91 145 90 91 98 90 90 188 91 90 90 -- ap=17 -fl=0, ad=-1, fs=0
90 109 91 94 91 91 90 91 91 91 166 91 91 105 90 135 90 142 90 -- ap=16 +fl=-10, ad=14, fs=1
90 109 91 94 91 90 90 90 90 109 91 101 90 98 90 -- ap=30 +fl=-6, ad=-11, fs=0
